ID,is_interesting,news,category
8f26f698fa93bd14504a931f94932c18,0,"Neanderthals 'dived in the ocean' for shellfish. Until now, there's been little evidence our evolutionary relatives could swim.",BBC News - Science & Environment
8f69775dac3adf610aa0834b2595f3eb,0,Syria war: Society leaders hold secret peace summit in Berlin. Leading figures met this week to overcome the sectarian divides that are tearing their country apart.,BBC News - World
903d48ecddfc5e2ba645923c9b320bc4,0,"Six charts on Britain's most diverse Parliament. BBC analysis of gender, race and sexuality shows that the 2019 intake is set to be the most diverse yet.",BBC News - UK Politics
907fcaef9da019ec3d05b626b04789a6,2,"Chinese student Wu Huayan died 'after donations withheld'. More than a million yuan ($144,000; £111,000) was raised for Wu Huyan - but she only saw a fraction.",['BBC News - Home' 'BBC News - World']
90d336d4dd938988274b5b6f7dec50ca,0,Grammys chief removed 10 days before ceremony over misconduct allegation. Deborah Dugan is placed on leave following an allegation of misconduct.,BBC News - Entertainment & Arts
90ff1928e913774b4dddc8d46647b460,0,"Social media data needed for 'harm' research, say doctors. Understanding usage by children is key to studying potential harms and benefits, psychiatrists say.","['BBC News - Family & Education' 'BBC News - Health' 'BBC News - Home'
 'BBC News - Technology' 'BBC News - UK']"
9159c6870f3a9473ed6511f7ad150fa0,0,Saracens face relegation from Premiership over salary rules. Saracens are facing relegation from the Premiership if they are found to have breached the salary cap again.,BBC News - Home
92a19590ac43ffd2ba07858c8a493f24,0,"Sir David Attenborough warns of climate 'crisis moment'. We're at a pivotal point in efforts to tackle climate change, the naturalist and broadcaster warns.",['BBC News - Science & Environment' 'BBC News - UK']
9465e7c2fe496c75144c860ad5f98243,0,"'London throat': Toxic brake dust could cause condition, scientists say. Brake dust pollution could be contributing to a condition called ""London throat"", scientists say.",BBC News - Health
9486088f226da21474a9fb3c0442f49a,0,Rebecca Long-Bailey: What's in a hyphen?. Why Rebecca Long-Bailey's hyphen in her surname has caused some confusion.,BBC News - UK Politics
95f197f0eb9d10507b92bbb4a8f32583,2,"Facebook blocks the Spinner's 'brainwashing' tech. Social network orders the Spinner to stop targeting its users with ""disguised"" ads.",['BBC News - Technology' 'BBC News - World']
990935ad227a9a20100766d29b2d56d1,0,Outstanding schools to face inspections again. The exemption on inspections for outstanding schools is set to be scrapped.,BBC News - Family & Education
9add850f74d420d2c6a4bbd5dd6cda9e,0,Does music make exercise more effective?. Trust Me I'm a Doctor looks at whether moving to a fast beat improves the effects of activity.,BBC News - Health
9b4e5e370613b08721494a5692bfc8ec,0,'Alarming' one in five deaths due to sepsis. The most detailed study of sepsis shows it is a much bigger problem than previously thought.,BBC News - Health
9b556453d59244cdb8245c3d0c19cfe4,1,Brexit and the Queen's Speech. The newly formed government has set out the laws it plans to pass over the coming Parliament.,BBC News - UK Politics
9beeefff27ac35cf741ad0e42d54d8bf,2,"Stroke consultant shortage 'hurtling towards crisis'. Some 48% of hospitals in England, Wales and Northern Ireland do not have the staff they need, figures suggest.",['BBC News - Health' 'BBC News - Home']
9bf43569796ebf660d703381cded1000,0,"Brit Awards 2020: Why weren't more women nominated?. After a banner year for women in 2019, this year's Brit Awards are dominated by men. What happened?",BBC News - Entertainment & Arts
9d523d94a101a2f007eee00d6264c30a,0,Petersfield Bookshop inundated after 'tumbleweed' tweet. Author Neil Gaiman and thousands of other people were moved by the shop's plight.,BBC News - Technology
9ebf1140e8e43b6ac25bde989eceba9f,0,"Squishies squash sales at The Works. A super-soft foam toy had been a sales phenomenon for the discount retailer, but is now being shunned.",BBC News - Business
a0588090bfc0ee8b1b13439ec93d44d9,0,"COP26: Climate summit policing will cost more than £200m. Scotland's police chief says officers' accommodation alone for COP26 will cost ""tens of millions of pounds"".",BBC News - UK
a25738e32c5924eea20c5579c5493602,0,Bombshell: Charlize Theron on 'wrapping her head around' Megyn Kelly. Charlize Theron on becoming Megyn Kelly in the Oscar-nominated Bombshell.,BBC News - Entertainment & Arts
a279e3fa0d124c1359408f34fdfedbdd,0,What's your diet's carbon footprint?. Check the environmental impact of what you eat and drink.,['BBC News - Home' 'BBC News - World']
a41651b2ac7e0cfe9a69b5f66960b895,1,"Big Ben: Would Brexit bongs cost £500,000?. The House of Commons Commission has been explaining the cost of the Brexit bongs.",BBC News - UK Politics
a47649daf134757d6a8520944655aa98,0,"NHS tells betting firms to stop 'vicious gambling cycle'. Free bets and other incentives should be banned to make gambling safer, a letter to companies says.",['BBC News - Business' 'BBC News - Health']
a555e1a0c315b3283d1d8259f1544dfa,0,"'Treatment gap' in youth mental health services. Young people are struggling to get the help they need for mental health problems, says a report.",BBC News - Family & Education
a59bf040343e7f6a6232dddac5255b27,1,Queen's Speech: What is it and why is it important?. The Queen's Speech will be the second in two months.,BBC News - UK Politics
a689d46120f7143657246aa56b787fd3,0,"Costs double for stalled Liverpool and Birmingham hospitals, report finds. Two hospitals started by collapsed engineering giant Carillion look set to open in 2022, years late.",BBC News - Business
a6d3653deaee928e7afe94f9ff9bd9ac,1,"CES 2020: Manta5's electric bike rides on water. After nearly a decade's research, a hydrofoil water bike has gone into mass production.",BBC News - Technology
a7d81c0f88e2c16213a8e71c76b3bb70,2,Meet the NASA intern who discovered a new planet on his third day. This teenager found a new planet on the third day of his internship at the US space agency.,['BBC News - Family & Education' 'BBC News - Science & Environment']
a82a62e9031239ae0eb46a9d349ad063,0,BBC launches new climate coverage. The BBC plans a raft of new services and shows examining climate change and the state of our planet.,BBC News - Home
a9e0bdf18282f1729721a2999aea0914,1,Wireless taxi charging to be trialled at Nottingham station. The six-month trial will see 10 electric taxis in Nottingham given hardware to charge while waiting.,BBC News - Technology
ab762c51667b44d2df014573387168e4,0,"Panama: Seven people found dead after suspected exorcism. The victims include a 32-year-old pregnant woman and five of her children, aged one to 11.",BBC News - World
abbb95d0f895f174374650f6ee6f4442,2,Iran plane crash: Khamenei defends military in rare address. Ayatollah Khamenei praises the Revolutionary Guard amid anger over the downing of a passenger jet.,['BBC News - Home' 'BBC News - World']
abeb4c3a64a9b1aa867a0b704787885d,0,"Barton-on-Sea 'tornado' causes damage to homes. People living on the Hampshire coast woke to find damaged windows, fences and walls.",BBC News - UK
ad005d54f9e922f3016a7a30fc477fad,1,Queen's Speech: Plenty of pomp in dressed-down ceremony. The Queen sets out the government's plans in a ceremony rich with tradition.,BBC News - UK Politics
af8388b5c5cda2ae2e14ff6c51e11bc4,0,India's first trans queen: 'Show yourself loud and proud'. Nitasha Biswas won India's first transgender beauty pageant and now campaigns for transgender rights.,BBC News - Business
af8cb384c51c18c66ffb3a99a73bf1a1,0,"Sir David Attenborough blasts inaction on climate change. The naturalist and broadcaster has warned that ""the moment of crisis has come"".",BBC News - Science & Environment
b08a097b4e5ff64a1b0ce02ef770dcba,0,Christmas: Retired woodworker sends presents around the world. Ted Bird keeps his workshop going 10 months a year to make toys for children across the globe.,BBC News - Family & Education
b10e055fbb52bc696883245518c45223,1,James Bond's greatest hits - and biggest misses. Billie Eilish is following in the footsteps of some classic Bond themes (and some stinkers).,BBC News - Entertainment & Arts
b126afc03a31a65284df60929b95a930,0,"Harry Dunn: Family 'devastated' by Boris Johnson's extradition comments. Charlotte Charles, Harry's mum, was ""beside herself"" after hearing the news on her birthday.",BBC News - UK Politics
b1bacdca41cdd8843e22be2ce94db85a,0,The nerves and excitement of an MP's first day. New MPs talk about the pressure they face and the hopes they share as they start new jobs in Westminster.,BBC News - UK Politics
b47db1e9397ee1b9aba090b7a27fb9ec,1,"Pramila Le Hunte: 'I tried to be the first female British Asian Tory MP'. Winning as a Tory in Birmingham Ladywood in 1983 was going to be tough, but Pramila Le Hunte gave it her best shot.",BBC News - UK Politics
b48b260985f0018d8f9f8d1737f4a654,0,"Australia floods: Girl, 3, and dog missing for 24 hours found 3km from home. The girl, aged three, was spotted 3.5km from her home in Western Australia's Pilbara region.",BBC News - Home
b4da5c2d4c99252e973cbdf31662295d,0,"HS2 could threaten irreplaceable natural habitats, report warns. Wildlife group says rare species could be wiped out by rail link and calls for a ""greener"" approach.",['BBC News - Science & Environment' 'BBC News - UK Politics']
b51afe8886c1363f43e25a60220f41b8,0,"Five ways music changed in the 2010s. Songs became shorter, melodies became less melodic and Latin music exploded. Here's why.",BBC News - Home
b54fae6f87dac4d192b9ee5a2d9262ef,0,Stay-at-home dads set up father-friendly playgroup. Dan Rainsford and Sam Chatterley set up a group so other stay-at-home fathers don't feel alone.,BBC News - Family & Education
b5e5f675624889a616de7e05f81ef12c,0,Giant jet engines aim to make our flying greener. How much more efficiency can be wrung out of the jet engine - technology which is over 70 years old?,"['BBC News - Home' 'BBC News - Science & Environment'
 'BBC News - Technology' 'BBC News - UK' 'BBC News - World']"
b72f2b4ea0df9105c6ab12b8b42c2e3d,0,"Brexit: What happens now?. The Brexit bill has passed its first hurdle, with the UK set to leave the EU on 31 January.",BBC News - UK Politics
b94c7955a420f714a6fb1827a36f3d26,0,"Loose horse rescued from Cardiff road and put on bus. A woman who helped stop traffic and calmed the horse said it was ""shaken up"".",BBC News - Home
ba56dca48147c29dd9422d4beab922c7,0,"Cathy Come Home: The TV drama that put homelessness on the map. The producer of the groundbreaking drama Cathy Come Home, Tony Garnett, has died but its legacy continues.",BBC News - Family & Education
ba946b212c6c21d1227877fccfd3d301,0,"Entrepreneurs: From coal to coffee in ex-mining town. Having failed all his exams, Scott James started a coffee roastery in his ""forgotten"" community.",BBC News - Business
bc574ada510d82809efef37917d60e66,0,Indians bake the world's 'longest cake'. Those who were lucky enough to grab a bite say it was 'up to the mark'.,BBC News - World
bcb882ac5ba92317538064cc66efecfb,0,"State papers: New light on Major, Trimble and peace process. Files show the efforts of John Major to persuade David Trimble about the new chair of all-party talks.",BBC News - UK Politics
bd82ac31bb6ab78dbe8ec568cd41c851,0,Huddersfield murder inquiry: Man died in attack by 'several people'. Five people are arrested on suspicion of murdering the man in Huddersfield.,BBC News - UK
bda167442c27aca68849e162260b4a7c,0,Stormont to get an extra £1bn from Westminster. The money is on top of a further £1bn added to Stormont's budget as a result of UK spending plans.,BBC News - UK Politics
bea2fcbb819314e7f8df0234bd4e33ca,0,"Bumbleance: The transportation service for sick kids. The ambulance service, available in the Republic of Ireland, is hoping to expand to NI.",BBC News - Family & Education
c0a97118ee634c1004fc9485ba977188,0,Nurseries face closure over free childcare funding gap. Nurseries say they cannot afford to run their services because the government has failed to properly fund its free childcare policy.,BBC News - Family & Education
c0b5040cfbbba1c6d24eb87d6029f8a9,0,"Typewriter artist James Cook says 'it's a weird way of having fun'. Artist James Cook uses ""obsolete technology"" to bash out a picture one key at at a time.",BBC News - Entertainment & Arts
c14f3cb8de051a4036c6eb71aeb470a2,0,"How to save the UK's crisis-hit High Streets. There are 50,000 fewer shops on UK High Streets than a decade ago, and the decline is continuing.",BBC News - Business
c28ff58dd92b7523163473419d400bad,0,Flybe: Airline and rail rivals attack government rescue. British Airways' owner IAG files a complaint to the EU arguing Flybe's rescue breaks state aid rules.,BBC News - UK Politics
c2a3204577e15aeb83b4d455e52259e3,1,The scientist powering drones with 'happy gas'. The hydrogen-powered drone which could revolutionise the travel industry.,BBC News - Science & Environment
c405d5763ff973e2471611a6c2fe84e1,0,"Labour leadership: Long-Bailey and Thornberry launch campaigns. The Labour MPs set out their pitches, as they and other contenders prepare for the first hustings.",['BBC News - UK' 'BBC News - UK Politics']
c657743d840bb884a6495ccee9dd2723,0,Victoria Atkins: I have suffered sexual harassment. Home Office Minister Victoria Atkins tells the BBC she has suffered harassment in the workplace.,BBC News - UK Politics
c77172987280663db0a7f228751ba034,0,'Huntington's has affected everyone I ever loved'. Sandy Patience wants to help find a treatment for the degenerative disease that has blighted his family.,BBC News - Health
c972a268d0c4a1a17647576c81d71e3f,0,HIV infections among gay and bi men fall by 71% in UK. New figures suggest the UK is on track to eliminate HIV transmission by 2030.,BBC News - Health
ca55c87a421113164f00995be7dfb6ca,0,"Plug-in and sail: Meet the electric ferry pioneers. Battery powered ferries are becoming bigger and are sailing further, but they are still expensive.",['BBC News - Business' 'BBC News - Technology']
ca62c4054feabdacdcedb77a53661fb1,1,"Birmingham car ban: How would the scheme work?. A scheme to stop cars travelling across the city has been proposed, but how would it actually work?",BBC News - Science & Environment
cb189a4be4cd5be8ded9dbac19a95a56,1,Tackling the Earth's orbiting space junk. How the Japanese firm Astroscale is set to start cleaning up the Earth's orbiting space debris.,BBC News - Science & Environment
ccb3987b35d2b3a953e4ee6d5bc108f7,0,Japan minister's paternity leave challenges work pressure. Environment Minister Shinjiro Koizumi will become the first Japanese cabinet minister to take it.,BBC News - Family & Education
cdd1a893f1ce1b77c33468f770f22b85,1,Facial recognition: EU considers ban of up to five years. The European Commission wants time to work out how to prevent the technology being abused.,BBC News - Technology
cdfa741ef790c6cfcad0c7db86965649,0,New maps reveal Scotland's seabird breeding hotspots. Conservationists mapped the most critical areas of Scotland for endangered birds like the kittiwake.,BBC News - Science & Environment
ce29152b1a2c0ba1a02c35fcc8569841,0,"How to make your packed lunch healthier. It's not just about ditching sweets, crisps and fizzy drinks, experts say.",BBC News - Health
ce4060b88dff0ed7803632be02d46bf2,0,How the executive toy became a million dollar idea. Aaron Heslehurst explains how the executive toy became a million dollar idea.,BBC News - Business
ce4cdcee872c64b07b95f5e2de654169,0,Flybe: Viable business or destined to fail?. The airline has been through several restructurings - can this latest rescue save the company?,BBC News - UK
cf43d5066bded219351abdcaa18a3fcc,0,"COP26: Climate summit may cost 'several hundred million pounds'. The UK government shows ""lack of clarity"" on funding the COP26 conference in Glasgow this year.",['BBC News - Science & Environment' 'BBC News - UK Politics']
cf6262cfd6027364a7cd41d00961833a,0,"Keir Starmer: We've lost four elections in a row. Speaking to the BBC, Labour leadership hopeful Keir Starmer says the party has lost votes in its heartlands.",BBC News - UK Politics
d0bc2f4724679dd1cc4dadb137813146,1,"Why are Chinese fishermen finding so many 'submarine spies'?. Fisherman are catching foreign ""spy drones"" – giving us a rare insight into covert sea surveillance.",BBC News - World
d419493d8eef22331c877c5cd85676df,1,"Queen's Speech: Our experts react to the government's plans. The BBC's experts give their analysis of what the government is, and isn't, planning for the next year.",BBC News - UK Politics
d4bb984db1ce1b7036c8998313801e36,0,Cardiff congestion: £2 charge plan to cut city traffic. Cardiff could join London and Durham and charge city centre drivers to meet clean air targets.,BBC News - Science & Environment
d4e8d309dfb51673bfebc6cc0812038a,0,"Why is kosher food soaring in popularity?. Sales of kosher accredited food is booming around the world, with more and more firms getting in on act.",BBC News - Business
d64dc4dd53aabc9f2281c7ad199ca388,0,Our Planet Matters: Climate change explained. It's been linked to a year of extremes – from bushfires to torrential rains – but what is it?,BBC News - Science & Environment
d6bc8c7a5f1bef8b31710a29199de422,1,"The man who got rich on data - years before Google. Often called the ""new oil"", data is immensely valuable - but only if processed in the right way.",BBC News - Technology
d6d1c8f00eb2d01d2bd98a90cf8c720d,0,Erasmus: What could happen to scheme after Brexit?. What could Brexit mean for current and future participants in the Erasmus scheme?,['BBC News - Family & Education' 'BBC News - UK Politics']
d6d9f63dbafd9ff1c9536d585c3a210f,0,South Africa's Rabada banned for final Test after Root dismissal celebration. South Africa pace bowler Kagiso Rabada is banned for the final Test of the series against England following his celebration of Joe Root's dismissal in the third Test.,BBC News - Home
d78136896ceed8217ccc20e08d8d69c9,0,"Labour leadership: Lisa Nandy on student fees, the NHS, Trident and tax. The BBC's Andrew Neil quizzes Lisa Nandy on university tuition fees, Trident and the NHS.",BBC News - UK Politics
d7f98ae50187f23f0db81ea4cee73ba2,0,"Climate change: What can I do about it and other questions. From population to plants, your questions answered about climate change.",['BBC News - Home' 'BBC News - Science & Environment']
d85f762de5f8f17185a9dd54d21ef7b5,0,The Indian small-town shop owner who became a TikTok star. Sumit Jain from India has discovered TikTok fame thanks to his singing and dancing skills.,BBC News - Technology
d9238c7c801ffa85a962c9680e2fc960,0,A snapshot of what it’s like to be autistic or dyspraxic. Exceptional Individuals is showing employers how to make their work environment neurodiverse friendly.,BBC News - Health
d9d5164848ff83821bf890681050faff,0,"Egyptian mummy at Cambridge college needs more visitors. Hermione, a 2,000-year-old Egyptian mummy, is not getting enough visitors, a Cambridge college says.",BBC News - Family & Education
da24d26a007e60536aeedca1bf1509fa,0,"Love Island winner sets sights on Olympics. From winning Love Island to helping make Irish rugby history, 2019 was a whirlwind year for Greg O'Shea, who now has his sights set on the Olympic Games.",BBC News - Entertainment & Arts
da8a1b9ab4589e99872e44d4d3d5557c,0,"The Papers: Harry's 'farewell' and social media firm 'payback'. The front pages question whether Prince Harry has had his ""swan song"" before he and Meghan ""step back"".",BBC News - Home
db75c9e869428fddb19804fbbeba001a,0,"Susan Warby: Errors in woman's bowel surgery - inquest. Susan Warby, 57, died five weeks after surgery at the West Suffolk Hospital in Bury St Edmunds, an inquest hears.",BBC News - Health
dbadbf093d9a1d6f9d638754725d0841,0,Fake drugs: How bad is Africa’s counterfeit medicine problem?. Seven African countries are meeting in Togo to tackle the issue of fake drugs.,['BBC News - Health' 'BBC News - World']
ddebe7e37b368eacb9fca215c4cfa11b,0,Flybe confirms it will get a tax and duty holiday. But the struggling airline says the debt with tax authorities is far lower than reported.,BBC News - Business
de6958312ef4f0efd0af5f6b6dafd2bb,0,Writing a ‘national anthem' for Mars. A former software analyst and rising opera star has penned a song for the Red Planet.,BBC News - Science & Environment
e1cb5a2fd257aedb82062416f43966ca,0,Carlos Ghosn's lawyers hit back at Nissan fraud claims. The fugitive businessman's defence team say Nissan's investigation is biased and designed to smear him.,BBC News - Business
e2dfeec05f9463fb40ae53a03d0c49ef,0,"Free breakfasts for poorer pupils in Wales. From September, a pilot scheme will provide extra money to Year 7 children on free school meals.",BBC News - Family & Education
e3cb15c30cd0b2ca535bf5b411ee28f5,0,"Eczema, acne and skin-picking: 'More mental health help needed'. More importance needs to be placed on the psychological effects of skin conditions, a charity says.",BBC News - Health
e4566e9bef272bd0dab80bd03304a549,0,Spotify's personalised playlist for pets and other news. BBC Click's Paul Carter looks at some of the best of the week's technology news.,BBC News - Technology
e4942c681ef7b90323e73a6a59376a94,0,"Northern England's disused mills 'at risk'. A quarter of northern England's 2,000 disused mills are at risk, says Historic England.",BBC News - Business
e4b1c9cc99a9763f8e723d081ea079e3,0,The accidental Singer sewing machine revolution. A device that changed women's lives was originally intended to make one man rich.,BBC News - Business
e4f56448511e7bd3a1184beda3de79dd,1,Microsoft ends Windows 7 support: What should you do?. The 10-year-old operating system will stop receiving updates from Tuesday.,BBC News - Technology
e675e61b26ebe3ed08c92df71f115a56,0,Agriculture Bill: Soil at heart of UK farm grant revolution. Soil protection will be a core issue as the Agriculture Bill returns to Parliament later.,['BBC News - Science & Environment' 'BBC News - UK Politics']
e68777af339692e324760d0f12ef8bfd,0,"Utah condom campaign halted over racy packaging. The US state was to distribute 100,000 condoms for free as part of an HIV-prevention campaign.",BBC News - World
e76ea945867563d19b9036abfadf058c,0,"Labour leadership: Momentum group backs Rebecca Long-Bailey. The pro-Corbyn group promises to ""mobilise thousands"" behind the shadow business secretary.",BBC News - UK Politics
e90bcd73d9a0731ad7f33b1d6f8a1597,1,"Fundraising to communicate with our daughter. Provision of sign language courses for parents of deaf children is found to be ""patchy"".",BBC News - Health
eb0f493504ae985e9ef56ebec6f67281,0,Grenfell Tower Inquiry: Families raise conflict of interest concerns with PM. Bereaved families tell the PM they are worried about a panel member who has links to a cladding firm.,BBC News - UK Politics
ecd46cf4f16e5a1d7f7ef57d7cc7c412,1,"CES 2020: Cyrcle Phone is round and has two headphone jacks. After five years in development, the makers of a circular phone say it is nearly ready for launch.",BBC News - Technology
ed0135dd9715e436df2343beae522606,0,"Edinburgh brothers set rowing world records in the Atlantic. The MacLean brothers from Edinburgh crossed the ocean in 35 days, setting three world records.",['BBC News - Home' 'BBC News - UK']
ed03373d8cdbd29f616deac9d9c64edd,0,First stranded Orca found in almost 20 years in the Wash. The dead 15ft (4.5m) long juvenile killer whale was found on the coast of Norfolk and Lincolnshire.,BBC News - Science & Environment
ed10f92c78f9f9fe717549e91baf4889,2,"Prohibition: US activists fight for temperance 100 years on. US Prohibition was launched on 17 January 1920. A hundred years later, some activists won't give up.",['BBC News - Home' 'BBC News - World']
ede253dfb006bab60e741c8b8d5adb23,0,David Bowie: Unseen footage released by De Montfort University. The footage shot in 1998 was to create a holographic artwork on David Bowie's album Hours.,BBC News - Entertainment & Arts
ee16ba044fd722a8cbf5fc873d7ace64,0,Former Leicester MP Keith Vaz voted into new constituency role. The former Leicester East MP was voted chairman of the local Labour party with a majority vote.,BBC News - UK Politics
f06016b3dfca2b50da864901ed2cf7b4,0,"Dorothy Woolmer: Burglar admits killing widow but denies rape. Dorothy Woolmer was found dead with ""blunt trauma injuries"" in August last year.",BBC News - UK
f5a545f5209cdd7679b60165b284f194,0,Andrew Yang's wife says gynaecologist sexually assaulted her. Evelyn Yang is one of 31 women suing a gynaecologist over allegations of sexual assault.,BBC News - World
f5ce16da5b63eaac589fe2d3c34f6e86,0,Craigavon: Police arrest 40-year-old man on suspicion of murder. The PSNI says the body of a 25-year-old man was found in the Lake Road area of the town.,BBC News - UK
f68d473205a3fb450d41247ae0997651,0,"This is what a million pound coin looks like. An extremely rare Edward VIII sovereign has been sold for £1m, the most expensive UK coin ever sold.",BBC News - Business
f881c385082a67b92f0229737a511985,0,"Climate change: Extinction Rebellion end blockade at Shell's Aberdeen HQ. Extinction Rebellion staged a 13-hour protest at the base in Altens ""to hold Shell to account"".",BBC News - Business
f8b9f65f54268b4588e70511c31e0a5d,0,Violent crime fear over councils' CCTV switch off plans. A crime expert warns A&E departments will be overrun with serious assault injuries if plans go ahead.,BBC News - UK
fb9e57264bb68292fac0b77cb7dfed57,0,Scotland bid to regulate beauty filler industry. A new licensing scheme will target non-healthcare professionals who carry out work such as lip enhancements.,BBC News - Health
fc85bc432b5a74d87f1b790640354cb6,0,'My sister died after taking a line of cocaine'. Research for the BBC by NHS Digital shows a huge rise in mental and physical illness linked to cocaine.,BBC News - Health
fe92832df7254bcdf7fc8ab624972817,0,Nadia Whittome: Youngest MP had been looking for temp work. New Nottingham East MP Nadia Whittome is the Baby of the House at 23.,BBC News - UK Politics
ff6440526a274f14a7a4fdff49628164,0,Civil service: Is Dominic Cummings right about turnover?. Dominic Cummings says there is too much switching in the civil service. Is he right?,BBC News - UK Politics
ff6ef9ed32856bbfce0711fc04589f35,0,CEO Secrets: Vegan ice cream entrepreneur shares her advice. Cecily Mills explains how moving back to her parents' house provided her business breakthrough.,BBC News - Business
ff8bf289dcc730cfea387278269d4080,1,The challenges of developing 5G networks in Africa. There are considerable challenges to developing reliable 5G networks across Africa.,BBC News - Technology
