is_interesting;Spalte1;news;category;title;summary;link;date;time;datetime;ID
;64;Serbia migrants: The man offering heat to people rejected by Europe. A priest tries to ease migrants' winter misery near Hungary's tightly-guarded border.;BBC News - World;Serbia migrants: The man offering heat to people rejected by Europe;A priest tries to ease migrants' winter misery near Hungary's tightly-guarded border.;https://www.bbc.co.uk/news/world-europe-51133848;(2020, 1, 17);(0, 10, 38);Fri, 17 Jan 2020 00:10:38 GMT;1a77df492b70ee3b4d1fe1f26e1d9d25
x;65;What's behind the fight for Libya?. The oil-rich North African country has been beset by a civil war for nearly a decade.;BBC News - World;What's behind the fight for Libya?;The oil-rich North African country has been beset by a civil war for nearly a decade.;https://www.bbc.co.uk/news/world-africa-51137009;(2020, 1, 17);(0, 4, 27);Fri, 17 Jan 2020 00:04:27 GMT;13a58d09ef0c7b5a73a2cd6b4e3a2336
;66;Australia droughts: ‘Wall of dust’ envelops town. A dust cloud sweeps across a New South Wales town, turning it red in seconds.;BBC News - World;Australia droughts: ‘Wall of dust’ envelops town;A dust cloud sweeps across a New South Wales town, turning it red in seconds.;https://www.bbc.co.uk/news/world-australia-51146501;(2020, 1, 17);(7, 9, 50);Fri, 17 Jan 2020 07:09:50 GMT;49dd4b2d44f037f4bad0b59e1d93a8fb
;67;What it means to be mixed race in the US. The number of multi-racial people in the US is on the rise. But the experience comes with struggles.;BBC News - World;What it means to be mixed race in the US;The number of multi-racial people in the US is on the rise. But the experience comes with struggles.;https://www.bbc.co.uk/news/world-us-canada-51126871;(2020, 1, 16);(22, 49, 27);Thu, 16 Jan 2020 22:49:27 GMT;4d6edd3698341dffaf2c84790f0bf37f
x;68;Putin's plans: What Russian president's surprise means. New PM, new government and plans to change the constitution - the BBC's Sarah Rainsford explains what's going on in Russia.;BBC News - World;Putin's plans: What Russian president's surprise means;New PM, new government and plans to change the constitution - the BBC's Sarah Rainsford explains what's going on in Russia.;https://www.bbc.co.uk/news/world-europe-51142210;(2020, 1, 16);(20, 43, 35);Thu, 16 Jan 2020 20:43:35 GMT;0d7b310d3afcf4fdcc224fb0a3486727
;69;Building collapse misses pedestrians by seconds. Security footage captures two people in Washington DC narrowly avoid being crushed by falling debris.;BBC News - World;Building collapse misses pedestrians by seconds;Security footage captures two people in Washington DC narrowly avoid being crushed by falling debris.;https://www.bbc.co.uk/news/world-us-canada-51069958;(2020, 1, 16);(18, 12, 28);Thu, 16 Jan 2020 18:12:28 GMT;203cb1e1ea58ca97534ab3f5e4a0ce29
;70;Indians bake the world's 'longest cake'. Those who were lucky enough to grab a bite say it was 'up to the mark'.;BBC News - World;Indians bake the world's 'longest cake';Those who were lucky enough to grab a bite say it was 'up to the mark'.;https://www.bbc.co.uk/news/world-asia-india-51131418;(2020, 1, 16);(11, 23, 52);Thu, 16 Jan 2020 11:23:52 GMT;bc574ada510d82809efef37917d60e66
;71;Cheetah smuggling out of Ethiopia 'fuelled by exotic pets demand'. The animals are seen as a status symbol for wealthy families in Saudi Arabia and the UAE.;BBC News - World;Cheetah smuggling out of Ethiopia 'fuelled by exotic pets demand';The animals are seen as a status symbol for wealthy families in Saudi Arabia and the UAE.;https://www.bbc.co.uk/news/world-africa-51124487;(2020, 1, 17);(17, 0, 17);Fri, 17 Jan 2020 17:00:17 GMT;56e43832a61ed923aebe4255df5d5920
;72;Andrew Yang's wife says gynaecologist sexually assaulted her. Evelyn Yang is one of 31 women suing a gynaecologist over allegations of sexual assault.;BBC News - World;Andrew Yang's wife says gynaecologist sexually assaulted her;Evelyn Yang is one of 31 women suing a gynaecologist over allegations of sexual assault.;https://www.bbc.co.uk/news/world-us-canada-51146722;(2020, 1, 17);(10, 49, 34);Fri, 17 Jan 2020 10:49:34 GMT;f5a545f5209cdd7679b60165b284f194
;73;"Why are Chinese fishermen finding so many 'submarine spies'?. Fisherman are catching foreign ""spy drones"" – giving us a rare insight into covert sea surveillance.";BBC News - World;Why are Chinese fishermen finding so many 'submarine spies'?;"Fisherman are catching foreign ""spy drones"" – giving us a rare insight into covert sea surveillance.";https://www.bbc.co.uk/news/world-asia-china-51130644;(2020, 1, 16);(6, 55, 28);Thu, 16 Jan 2020 06:55:28 GMT;d0bc2f4724679dd1cc4dadb137813146
;74;Taal volcano's inner lake all but gone in eruption. Satellites continue to monitor the Philippines volcano which has experienced a lull in activity.;BBC News - World;Taal volcano's inner lake all but gone in eruption;Satellites continue to monitor the Philippines volcano which has experienced a lull in activity.;https://www.bbc.co.uk/news/science-environment-44661949;(2020, 1, 16);(16, 17, 42);Thu, 16 Jan 2020 16:17:42 GMT;238b07b98cafe310dbd1d72110fb9100
;75;Climate change explained. It's been linked to a year of extremes – from bushfires to torrential rains – but what is it?;BBC News - World;Climate change explained;It's been linked to a year of extremes – from bushfires to torrential rains – but what is it?;https://www.bbc.co.uk/news/science-environment-51129250;(2020, 1, 16);(5, 0, 26);Thu, 16 Jan 2020 05:00:26 GMT;8c6a9769fe859c0bdf025bfa996eece9
;76;Giant jet engines aim to make our flying greener. How much more efficiency can be wrung out of the jet engine - technology which is over 70 years old?;BBC News - World;Giant jet engines aim to make our flying greener;How much more efficiency can be wrung out of the jet engine - technology which is over 70 years old?;https://www.bbc.co.uk/news/business-50850242;(2020, 1, 17);(0, 21, 50);Fri, 17 Jan 2020 00:21:50 GMT;b5e5f675624889a616de7e05f81ef12c
;77;What can I do about climate change?. From population to plants, your questions answered about climate change.;BBC News - World;What can I do about climate change?;From population to plants, your questions answered about climate change.;https://www.bbc.co.uk/news/science-environment-51134254;(2020, 1, 17);(0, 23, 50);Fri, 17 Jan 2020 00:23:50 GMT;5dc897af52b6bd47ff581a573c296425
;78;Facts and figures behind our climate and weather. What can the weather tell us about our changing planet? Ben Rich looks at the latest data in the first of our new monthly series, Climate Check.;BBC News - World;Facts and figures behind our climate and weather;What can the weather tell us about our changing planet? Ben Rich looks at the latest data in the first of our new monthly series, Climate Check.;https://www.bbc.co.uk/weather/features/51127701;(2020, 1, 15);(19, 23, 34);Wed, 15 Jan 2020 19:23:34 GMT;0c20f0b535828ba9630cfb1fcf7f32b3
;79;What's your diet's carbon footprint?. Check the environmental impact of what you eat and drink.;BBC News - World;What's your diet's carbon footprint?;Check the environmental impact of what you eat and drink.;https://www.bbc.co.uk/news/science-environment-46459714;(2019, 8, 9);(6, 34, 55);Fri, 09 Aug 2019 06:34:55 GMT;a279e3fa0d124c1359408f34fdfedbdd
;80;Conner Marshall inquest: Killer's probation worker was 'overwhelmed'. Conner Marshall was killed in an unprovoked attack by David Braddon, who was on probation.;BBC News - UK;Conner Marshall inquest: Killer's probation worker was 'overwhelmed';Conner Marshall was killed in an unprovoked attack by David Braddon, who was on probation.;https://www.bbc.co.uk/news/uk-wales-51149311;(2020, 1, 17);(18, 42, 42);Fri, 17 Jan 2020 18:42:42 GMT;e40efa0d691ceaccf6bdb8040cf8d1a6
;81;Susan Warby death: Whistleblower letter to husband 'revealed blunders'. The hospital reportedly demanded fingerprints and samples of handwriting to find the whistleblower.;BBC News - UK;Susan Warby death: Whistleblower letter to husband 'revealed blunders';The hospital reportedly demanded fingerprints and samples of handwriting to find the whistleblower.;https://www.bbc.co.uk/news/uk-england-suffolk-51147940;(2020, 1, 17);(15, 45, 13);Fri, 17 Jan 2020 15:45:13 GMT;0d4672e62df468fd908b194960a9ddc3
;82;"Labour leadership: Rebecca Long-Bailey pledges to return power to voters. The Labour MP sets out her pitch for Labour leadership, promising a ""shake up"" of government if elected.";BBC News - UK;Labour leadership: Rebecca Long-Bailey pledges to return power to voters;"The Labour MP sets out her pitch for Labour leadership, promising a ""shake up"" of government if elected.";https://www.bbc.co.uk/news/uk-politics-51146991;(2020, 1, 17);(20, 49, 16);Fri, 17 Jan 2020 20:49:16 GMT;64de1a078724fb2c29609ad137bbd69a
;83;Owen Jones: Journalist attacked because of sexuality and political views. A judge rules Guardian columnist Owen Jones was targeted due to his sexuality and political views.;BBC News - UK;Owen Jones: Journalist attacked because of sexuality and political views;A judge rules Guardian columnist Owen Jones was targeted due to his sexuality and political views.;https://www.bbc.co.uk/news/uk-england-london-51150517;(2020, 1, 17);(19, 52, 56);Fri, 17 Jan 2020 19:52:56 GMT;478cd1ffb4f767b6f98380225d333842
;84;Birstall explosion death: Hundreds of homes at risk, says coroner. A coroner expresses concern over risks to other houses after the death of a woman in a gas blast.;BBC News - UK;Birstall explosion death: Hundreds of homes at risk, says coroner;A coroner expresses concern over risks to other houses after the death of a woman in a gas blast.;https://www.bbc.co.uk/news/uk-england-leicestershire-51154882;(2020, 1, 17);(18, 29, 59);Fri, 17 Jan 2020 18:29:59 GMT;78cafa96eabc5334d8f7b2e3babfc54d
;85;"I have suffered sexual harassment, says minister Victoria Atkins. Equalities minister Victoria Atkins says ""common sense"" is needed to determine what counts as harassment.";BBC News - UK;I have suffered sexual harassment, says minister Victoria Atkins;"Equalities minister Victoria Atkins says ""common sense"" is needed to determine what counts as harassment.";https://www.bbc.co.uk/news/uk-politics-51152419;(2020, 1, 17);(15, 1, 24);Fri, 17 Jan 2020 15:01:24 GMT;7b49570380cebde70be58c681c5a15e6
;86;"Boy who appeared on Supernanny detained for rape. Jacob Young's mother wrote to the judge saying the 2005 show led to a ""campaign of abuse and mockery"".";BBC News - UK;Boy who appeared on Supernanny detained for rape;"Jacob Young's mother wrote to the judge saying the 2005 show led to a ""campaign of abuse and mockery"".";https://www.bbc.co.uk/news/uk-england-suffolk-51150011;(2020, 1, 17);(16, 37, 18);Fri, 17 Jan 2020 16:37:18 GMT;1cb4bff74c6ab0d80c4f83f18705bdb4
;87;Sunderland woman left bloodied after 'homophobic attack'. Police are treating the attack on Charlie Graham as a hate crime.;BBC News - UK;Sunderland woman left bloodied after 'homophobic attack';Police are treating the attack on Charlie Graham as a hate crime.;https://www.bbc.co.uk/news/uk-england-tyne-51148386;(2020, 1, 17);(17, 56, 13);Fri, 17 Jan 2020 17:56:13 GMT;09ad9ac0c69ca1454d071fcd88c93d66
;88;Range Rover driven into London jewellery shop in robbery. Robbers broke glass display cases with a sledgehammer in the robbery which was captured on CCTV.;BBC News - UK;Range Rover driven into London jewellery shop in robbery;Robbers broke glass display cases with a sledgehammer in the robbery which was captured on CCTV.;https://www.bbc.co.uk/news/uk-england-london-51153089;(2020, 1, 17);(16, 53, 57);Fri, 17 Jan 2020 16:53:57 GMT;6b466c293e20a240d74a3a90421b5952
;89;"Chester's Roman wall collapses after digging work. The council says ""the removal of too much earth"" exposed a section of the Chester wall's foundations.";BBC News - UK;Chester's Roman wall collapses after digging work;"The council says ""the removal of too much earth"" exposed a section of the Chester wall's foundations.";https://www.bbc.co.uk/news/uk-england-merseyside-51152431;(2020, 1, 17);(18, 38, 33);Fri, 17 Jan 2020 18:38:33 GMT;9afd94a32fb2f41a26c4908044b5563a
;90;Basildon Hospital: Mother died after 'unfathomable ineptitude'. Gabriela Pintilie lost six litres of blood after giving birth to her daughter Stefania.;BBC News - UK;Basildon Hospital: Mother died after 'unfathomable ineptitude';Gabriela Pintilie lost six litres of blood after giving birth to her daughter Stefania.;https://www.bbc.co.uk/news/uk-england-essex-51156452;(2020, 1, 17);(18, 32, 15);Fri, 17 Jan 2020 18:32:15 GMT;659d733034712a9468b46e6d4ada453a
;91;Tyler Peck drugs death: Mother jailed for 10 years. Tyler Peck, 15, was found dead at his mother Holly Strawbridge's home the day after a drugs binge.;BBC News - UK;Tyler Peck drugs death: Mother jailed for 10 years;Tyler Peck, 15, was found dead at his mother Holly Strawbridge's home the day after a drugs binge.;https://www.bbc.co.uk/news/uk-england-devon-51133497;(2020, 1, 17);(13, 50, 54);Fri, 17 Jan 2020 13:50:54 GMT;2904343847682bad56671b2ae7ac74a2
;92;Harry and Meghan: How people split time between two countries. Four people share their experiences - good and bad - of having two homes thousands of miles apart.;BBC News - UK;Harry and Meghan: How people split time between two countries;Four people share their experiences - good and bad - of having two homes thousands of miles apart.;https://www.bbc.co.uk/news/uk-51124415;(2020, 1, 17);(0, 17, 48);Fri, 17 Jan 2020 00:17:48 GMT;3ba0049cf232e84ad9bbc01638b4394c
x;93;Brexit relationship: EU reveals clues ahead of talks with UK. Presentation slides published online give an insight into how the future relationship might pan out.;BBC News - UK;Brexit relationship: EU reveals clues ahead of talks with UK;Presentation slides published online give an insight into how the future relationship might pan out.;https://www.bbc.co.uk/news/world-europe-51133846;(2020, 1, 17);(2, 49, 30);Fri, 17 Jan 2020 02:49:30 GMT;80399de0dc0ed6465f13022726d41b60
x;94;Flybe: Viable business or destined to fail?. The airline has been through several restructurings - can this latest rescue save the company?;BBC News - UK;Flybe: Viable business or destined to fail?;The airline has been through several restructurings - can this latest rescue save the company?;https://www.bbc.co.uk/news/business-51133166;(2020, 1, 17);(0, 11, 8);Fri, 17 Jan 2020 00:11:08 GMT;ce4cdcee872c64b07b95f5e2de654169
;95;Giant jet engines aim to make our flying greener. How much more efficiency can be wrung out of the jet engine - technology which is over 70 years old?;BBC News - UK;Giant jet engines aim to make our flying greener;How much more efficiency can be wrung out of the jet engine - technology which is over 70 years old?;https://www.bbc.co.uk/news/business-50850242;(2020, 1, 17);(0, 21, 50);Fri, 17 Jan 2020 00:21:50 GMT;b5e5f675624889a616de7e05f81ef12c
;96;Comic fan has The Beano delivered every week for 53 years. Paul Cooper, 61, is marking his devotion to the comic with a trip to its publisher's home city.;BBC News - UK;Comic fan has The Beano delivered every week for 53 years;Paul Cooper, 61, is marking his devotion to the comic with a trip to its publisher's home city.;https://www.bbc.co.uk/news/uk-england-norfolk-51122968;(2020, 1, 17);(0, 36, 22);Fri, 17 Jan 2020 00:36:22 GMT;58cc13a45b643cf4c93a62899365726c
;97;Sir David Attenborough warns of climate 'crisis moment'. We're at a pivotal point in efforts to tackle climate change, the naturalist and broadcaster warns.;BBC News - UK;Sir David Attenborough warns of climate 'crisis moment';We're at a pivotal point in efforts to tackle climate change, the naturalist and broadcaster warns.;https://www.bbc.co.uk/news/science-environment-51123638;(2020, 1, 16);(5, 0, 11);Thu, 16 Jan 2020 05:00:11 GMT;92a19590ac43ffd2ba07858c8a493f24
;98;'Exercise is my medication'. Sport England's This Girl Can campaign has launched a new TV advert addressing taboo issues surrounding women's fitness journeys.;BBC News - UK;'Exercise is my medication';Sport England's This Girl Can campaign has launched a new TV advert addressing taboo issues surrounding women's fitness journeys.;https://www.bbc.co.uk/sport/51107007;(2020, 1, 16);(15, 53, 17);Thu, 16 Jan 2020 15:53:17 GMT;15b3713a6e75869a1f907bc6ebc27463
;99;Inside the Old Bailey as filming ban to be lifted. From inside the Old Bailey, Clive Coleman explains what we can expect once cameras are allowed in.;BBC News - UK;Inside the Old Bailey as filming ban to be lifted;From inside the Old Bailey, Clive Coleman explains what we can expect once cameras are allowed in.;https://www.bbc.co.uk/news/uk-51130260;(2020, 1, 16);(0, 19, 0);Thu, 16 Jan 2020 00:19:00 GMT;1fde418c043b372574da3d6e148180d2
;100;Climate change: Can Glasgow go carbon neutral?. As more cities declare climate emergencies, we look at how Glasgow aims to cancel out its carbon footprint.;BBC News - UK;Climate change: Can Glasgow go carbon neutral?;As more cities declare climate emergencies, we look at how Glasgow aims to cancel out its carbon footprint.;https://www.bbc.co.uk/news/science-environment-51141619;(2020, 1, 17);(0, 59, 43);Fri, 17 Jan 2020 00:59:43 GMT;06113c818fdff9e1076d7ce19c60709a
;101;Three brothers set world records rowing the Atlantic Ocean. The Scottish siblings are the first three brothers to row any ocean and the fastest trio to row the Atlantic.;BBC News - UK;Three brothers set world records rowing the Atlantic Ocean;The Scottish siblings are the first three brothers to row any ocean and the fastest trio to row the Atlantic.;https://www.bbc.co.uk/news/uk-scotland-51155541;(2020, 1, 17);(16, 22, 39);Fri, 17 Jan 2020 16:22:39 GMT;c79b44eb2af455f918baf5d5ba385dab
;102;‘Submitting to my husband like it's 1959': Why I became a #TradWife. Alena is a #tradwife and she's not alone;BBC News - UK;‘Submitting to my husband like it's 1959': Why I became a #TradWife;Alena is a #tradwife and she's not alone;https://www.bbc.co.uk/news/stories-51113371;(2020, 1, 17);(2, 50, 49);Fri, 17 Jan 2020 02:50:49 GMT;2b240f1420f00bfd8993784c112c6880
;103;Actor Laurence Fox's Question Time clash over Meghan. The Lewis actor clashed with an audience member over whether press coverage was racist.;BBC News - UK;Actor Laurence Fox's Question Time clash over Meghan;The Lewis actor clashed with an audience member over whether press coverage was racist.;https://www.bbc.co.uk/news/uk-51145321;(2020, 1, 17);(4, 21, 58);Fri, 17 Jan 2020 04:21:58 GMT;0d82e6e773fa57f76d2ee7fda98ba880
;104;Mistaken identity: 'You called the wrong Robert Shapiro...'. Presenter Evan Davis said it was the worst mistake since he joined Radio 4's PM programme.;BBC News - UK;Mistaken identity: 'You called the wrong Robert Shapiro...';Presenter Evan Davis said it was the worst mistake since he joined Radio 4's PM programme.;https://www.bbc.co.uk/news/uk-51142491;(2020, 1, 16);(21, 25, 52);Thu, 16 Jan 2020 21:25:52 GMT;33c983b14bd79e113680dbdda08e0512
x;105;Keir Starmer: I think I can restore that trust in Labour. Labour leadership candidate Sir Keir Starmer explains why he's the right person for the job.;BBC News - UK;Keir Starmer: I think I can restore that trust in Labour;Labour leadership candidate Sir Keir Starmer explains why he's the right person for the job.;https://www.bbc.co.uk/news/uk-politics-51142450;(2020, 1, 16);(16, 59, 10);Thu, 16 Jan 2020 16:59:10 GMT;744602d41445b3fe7f179e8319e29211
;106;Gatwick hoaxer jailed for causing bomb scare on his own flight. Rashidul Islam was jailed for 16 months for trying to delay a flight he feared he would miss.;BBC News - UK;Gatwick hoaxer jailed for causing bomb scare on his own flight;Rashidul Islam was jailed for 16 months for trying to delay a flight he feared he would miss.;https://www.bbc.co.uk/news/uk-england-sussex-51156011;(2020, 1, 17);(17, 43, 54);Fri, 17 Jan 2020 17:43:54 GMT;f4c85908625d86acb6e731d57871a045
;107;Scottish Conservatives: Carlaw and Ballantyne to contest party leadership. Jackson Carlaw and Michelle Ballantyne are the only two candidates to put their names forward in the contest.;BBC News - UK;Scottish Conservatives: Carlaw and Ballantyne to contest party leadership;Jackson Carlaw and Michelle Ballantyne are the only two candidates to put their names forward in the contest.;https://www.bbc.co.uk/news/uk-scotland-scotland-politics-51147321;(2020, 1, 17);(17, 14, 11);Fri, 17 Jan 2020 17:14:11 GMT;1d2fb991e0efd0f6c166d9aebc2cb330
;108;Craigavon: Murder inquiry after Nathan Gibson's death. The PSNI says the body of 25-year-old Nathan Gibson was found in the Lake Road area of Craigavon.;BBC News - UK;Craigavon: Murder inquiry after Nathan Gibson's death;The PSNI says the body of 25-year-old Nathan Gibson was found in the Lake Road area of Craigavon.;https://www.bbc.co.uk/news/uk-northern-ireland-51148531;(2020, 1, 17);(16, 51, 55);Fri, 17 Jan 2020 16:51:55 GMT;9d6881fb43b8d8e8f458fcf308c00b00
;109;Storey Arms instructor jailed for indecent assaults. Robert Pugh assaulted three boys at a Brecon Beacons activity centre in the 1980s and 1990s.;BBC News - UK;Storey Arms instructor jailed for indecent assaults;Robert Pugh assaulted three boys at a Brecon Beacons activity centre in the 1980s and 1990s.;https://www.bbc.co.uk/news/uk-wales-51148281;(2020, 1, 17);(18, 5, 18);Fri, 17 Jan 2020 18:05:18 GMT;3711a1c29bd34c8a35182d359589e83d
;110;Travelex boss breaks silence 17 days after cyber attack. The travel money firm's boss has spoken publicly for the first time since a huge ransomware attack.;BBC News - Business;Travelex boss breaks silence 17 days after cyber attack;The travel money firm's boss has spoken publicly for the first time since a huge ransomware attack.;https://www.bbc.co.uk/news/business-51152151;(2020, 1, 17);(14, 35, 17);Fri, 17 Jan 2020 14:35:17 GMT;973a94f5053bc851cfbeca77d69b4ebf
;111;"Victims' families slam report into 737 Max crashes. The official report found that the process of clearing the planes to fly is ""effective"".";BBC News - Business;Victims' families slam report into 737 Max crashes;"The official report found that the process of clearing the planes to fly is ""effective"".";https://www.bbc.co.uk/news/business-51153286;(2020, 1, 17);(19, 9, 40);Fri, 17 Jan 2020 19:09:40 GMT;920f618e8181bc91de22a39e4e417d4a
;112;Flybe confirms it will get a tax and duty holiday. But the struggling airline says the debt with tax authorities is far lower than reported.;BBC News - Business;Flybe confirms it will get a tax and duty holiday;But the struggling airline says the debt with tax authorities is far lower than reported.;https://www.bbc.co.uk/news/business-51147471;(2020, 1, 17);(11, 12, 59);Fri, 17 Jan 2020 11:12:59 GMT;ddebe7e37b368eacb9fca215c4cfa11b
;113;Whirlpool: Owners rush to register fire-risk washing machines. Thousands more owners of dangerous washing machines demand a resolution from maker Whirlpool.;BBC News - Business;Whirlpool: Owners rush to register fire-risk washing machines;Thousands more owners of dangerous washing machines demand a resolution from maker Whirlpool.;https://www.bbc.co.uk/news/business-51151796;(2020, 1, 17);(15, 51, 20);Fri, 17 Jan 2020 15:51:20 GMT;e4c1017ae55bd6dee42e6400daca01b4
;114;Retail sales fall sharply in December. A fifth straight month without growth adds to pressure on the Bank of England to cut interest rates.;BBC News - Business;Retail sales fall sharply in December;A fifth straight month without growth adds to pressure on the Bank of England to cut interest rates.;https://www.bbc.co.uk/news/business-51147634;(2020, 1, 17);(11, 39, 0);Fri, 17 Jan 2020 11:39:00 GMT;6955475e75b617434a863e857a6c4f33
;115;Carlos Ghosn's lawyers hit back at Nissan fraud claims. The fugitive businessman's defence team say Nissan's investigation is biased and designed to smear him.;BBC News - Business;Carlos Ghosn's lawyers hit back at Nissan fraud claims;The fugitive businessman's defence team say Nissan's investigation is biased and designed to smear him.;https://www.bbc.co.uk/news/business-51146775;(2020, 1, 17);(10, 46, 44);Fri, 17 Jan 2020 10:46:44 GMT;e1cb5a2fd257aedb82062416f43966ca
x;116;China's economic growth hits 30-year low. The world's second largest economy has seen weak domestic demand amid a trade war with the US.;BBC News - Business;China's economic growth hits 30-year low;The world's second largest economy has seen weak domestic demand amid a trade war with the US.;https://www.bbc.co.uk/news/business-51144892;(2020, 1, 17);(4, 44, 19);Fri, 17 Jan 2020 04:44:19 GMT;0e93da4394e5fb4ef6f076c6daf3f6be
;117;Collector pays UK-record £1m for rare coin. Only six Edward VIII sovereigns were made but it is not just its rarity that fascinates historians.;BBC News - Business;Collector pays UK-record £1m for rare coin;Only six Edward VIII sovereigns were made but it is not just its rarity that fascinates historians.;https://www.bbc.co.uk/news/business-51134884;(2020, 1, 17);(8, 2, 28);Fri, 17 Jan 2020 08:02:28 GMT;1d08b3240e06a5d1947ca57322f8bd8a
;118;"Entrepreneurs: From coal to coffee in ex-mining town. Having failed all his exams, Scott James started a coffee roastery in his ""forgotten"" community.";BBC News - Business;Entrepreneurs: From coal to coffee in ex-mining town;"Having failed all his exams, Scott James started a coffee roastery in his ""forgotten"" community.";https://www.bbc.co.uk/news/uk-wales-51128047;(2020, 1, 17);(10, 0, 55);Fri, 17 Jan 2020 10:00:55 GMT;ba946b212c6c21d1227877fccfd3d301
;119;Mukesh Ambani: Asia's richest man in $13bn ruling boost. India's Supreme Court rejects telecom operator's plea for relief on government levies.;BBC News - Business;Mukesh Ambani: Asia's richest man in $13bn ruling boost;India's Supreme Court rejects telecom operator's plea for relief on government levies.;https://www.bbc.co.uk/news/business-51144891;(2020, 1, 17);(6, 41, 35);Fri, 17 Jan 2020 06:41:35 GMT;883b47f8386f9fcef55ebc2a369d6e22
x;120;Microsoft makes 'carbon negative' pledge. The tech giant promises to remove all the carbon it has emitted since its founding in 1975.;BBC News - Business;Microsoft makes 'carbon negative' pledge;The tech giant promises to remove all the carbon it has emitted since its founding in 1975.;https://www.bbc.co.uk/news/technology-51133811;(2020, 1, 16);(20, 32, 36);Thu, 16 Jan 2020 20:32:36 GMT;0a35f79b90d245f970bfc721f2dd5018
;121;Costs double for stalled Liverpool and Birmingham hospitals, report finds. Two hospitals started by collapsed engineering giant Carillion look set to open in 2022, years late.;BBC News - Business;Costs double for stalled Liverpool and Birmingham hospitals, report finds;Two hospitals started by collapsed engineering giant Carillion look set to open in 2022, years late.;https://www.bbc.co.uk/news/uk-england-51137640;(2020, 1, 17);(0, 17, 21);Fri, 17 Jan 2020 00:17:21 GMT;a689d46120f7143657246aa56b787fd3
x;122;"Climate change: Extinction Rebellion end blockade at Shell's Aberdeen HQ. Extinction Rebellion staged a 13-hour protest at the base in Altens ""to hold Shell to account"".";BBC News - Business;Climate change: Extinction Rebellion end blockade at Shell's Aberdeen HQ;"Extinction Rebellion staged a 13-hour protest at the base in Altens ""to hold Shell to account"".";https://www.bbc.co.uk/news/uk-scotland-north-east-orkney-shetland-51132110;(2020, 1, 16);(20, 44, 37);Thu, 16 Jan 2020 20:44:37 GMT;f881c385082a67b92f0229737a511985
;123;Why is kosher food soaring in popularity?. Sales of kosher accredited food is booming around the world, with more and more firms getting in on act.;BBC News - Business;Why is kosher food soaring in popularity?;Sales of kosher accredited food is booming around the world, with more and more firms getting in on act.;https://www.bbc.co.uk/news/business-51107136;(2020, 1, 16);(0, 6, 3);Thu, 16 Jan 2020 00:06:03 GMT;d4e8d309dfb51673bfebc6cc0812038a
x;124;Does your company nurture neurodiverse talent?. Universal Music UK have changed their work culture to be more inclusive to neurodiverse people.;BBC News - Business;Does your company nurture neurodiverse talent?;Universal Music UK have changed their work culture to be more inclusive to neurodiverse people.;https://www.bbc.co.uk/news/uk-51014028;(2020, 1, 17);(0, 7, 9);Fri, 17 Jan 2020 00:07:09 GMT;62716fa04e7645a1fe674e66d07b18a1
;125;Is it OK to call in sick with a common cold?. Should you just crack on with it when you have a cold, or hide under the duvet for everybody's sake?;BBC News - Business;Is it OK to call in sick with a common cold?;Should you just crack on with it when you have a cold, or hide under the duvet for everybody's sake?;https://www.bbc.co.uk/news/uk-50813796;(2020, 1, 15);(0, 6, 34);Wed, 15 Jan 2020 00:06:34 GMT;8deddf3aeaef732fe086f09a93c8295f
;126;The accidental Singer sewing machine revolution. A device that changed women's lives was originally intended to make one man rich.;BBC News - Business;The accidental Singer sewing machine revolution;A device that changed women's lives was originally intended to make one man rich.;https://www.bbc.co.uk/news/business-50673541;(2020, 1, 15);(0, 7, 10);Wed, 15 Jan 2020 00:07:10 GMT;e4b1c9cc99a9763f8e723d081ea079e3
;127;Plug-in and sail: Meet the electric ferry pioneers. Battery powered ferries are becoming bigger and are sailing further, but they are still expensive.;BBC News - Business;Plug-in and sail: Meet the electric ferry pioneers;Battery powered ferries are becoming bigger and are sailing further, but they are still expensive.;https://www.bbc.co.uk/news/business-50233206;(2020, 1, 14);(0, 3, 40);Tue, 14 Jan 2020 00:03:40 GMT;ca55c87a421113164f00995be7dfb6ca
;128;Why people use bots to buy limited edition trainers. The resale market of rare trainers has exploded with the use of computer bots, the BBC finds.;BBC News - Business;Why people use bots to buy limited edition trainers;The resale market of rare trainers has exploded with the use of computer bots, the BBC finds.;https://www.bbc.co.uk/news/business-49283059;(2020, 1, 14);(0, 38, 56);Tue, 14 Jan 2020 00:38:56 GMT;4dc2d96cae60b9328b35d2081d9f0161
;129;The billionaire retailer whose shops had no stock. Luiza Trajano, owner of Brazilian shop chain Magazine Luiza, is one of the country's richest people.;BBC News - Business;The billionaire retailer whose shops had no stock;Luiza Trajano, owner of Brazilian shop chain Magazine Luiza, is one of the country's richest people.;https://www.bbc.co.uk/news/business-51048617;(2020, 1, 13);(0, 0, 10);Mon, 13 Jan 2020 00:00:10 GMT;8ebcb07dd094b1e1c79deb88c2d48a10
x;130;How to save the UK's crisis-hit High Streets. There are 50,000 fewer shops on UK High Streets than a decade ago, and the decline is continuing.;BBC News - Business;How to save the UK's crisis-hit High Streets;There are 50,000 fewer shops on UK High Streets than a decade ago, and the decline is continuing.;https://www.bbc.co.uk/news/business-51094109;(2020, 1, 13);(15, 4, 8);Mon, 13 Jan 2020 15:04:08 GMT;c14f3cb8de051a4036c6eb71aeb470a2
