,news,category,title,summary,link,date,time,datetime,ID
99,"Civil service strike: Nipsa members protest over pay. The trade union, Nipsa, says its members have had below-inflation pay rises for nine years.",BBC News - UK,Civil service strike: Nipsa members protest over pay,"The trade union, Nipsa, says its members have had below-inflation pay rises for nine years.",https://www.bbc.co.uk/news/uk-northern-ireland-51230804,"(2020, 1, 24)","(9, 52, 50)","Fri, 24 Jan 2020 09:52:50 GMT",832650ca6939a9d0fe640ba2fe0c3c30
100,Swansea health board delays staff recruitment to cut costs. Swansea Bay health board says the move does not affect doctor or nurse recruitment.,BBC News - UK,Swansea health board delays staff recruitment to cut costs,Swansea Bay health board says the move does not affect doctor or nurse recruitment.,https://www.bbc.co.uk/news/uk-wales-51225097,"(2020, 1, 24)","(8, 56, 33)","Fri, 24 Jan 2020 08:56:33 GMT",a4cfdf7187394b1f6205f378ddcc105e
101,Leamington boy's funeral sees hundreds of bikers rev engines. Motorbike-mad three-year-old Romeo Ferreira died from a brain tumour in December.,BBC News - UK,Leamington boy's funeral sees hundreds of bikers rev engines,Motorbike-mad three-year-old Romeo Ferreira died from a brain tumour in December.,https://www.bbc.co.uk/news/uk-england-coventry-warwickshire-51225436,"(2020, 1, 23)","(17, 49, 22)","Thu, 23 Jan 2020 17:49:22 GMT",94dde1e24e7e9e1c5c47460ce1306ae1
102,"HS2 risks misjudged from the start, says watchdog. No-one took full account of how complex the project was going to be, says the spending watchdog.",BBC News - Business,"HS2 risks misjudged from the start, says watchdog","No-one took full account of how complex the project was going to be, says the spending watchdog.",https://www.bbc.co.uk/news/business-51223101,"(2020, 1, 24)","(9, 36, 59)","Fri, 24 Jan 2020 09:36:59 GMT",4373803de7b40e20173488a1d2d733d5
103,"Rolls-Royce plans mini nuclear reactors by 2029. The firm says it plans to build up to 15 of the mini reactors, which can be delivered by a lorry.",BBC News - Business,Rolls-Royce plans mini nuclear reactors by 2029,"The firm says it plans to build up to 15 of the mini reactors, which can be delivered by a lorry.",https://www.bbc.co.uk/news/business-51233444,"(2020, 1, 24)","(9, 1, 52)","Fri, 24 Jan 2020 09:01:52 GMT",dd93704b2ef4e69e178949aefcd9f71e
105,Just Eat merger probe 'shocking and unwarranted'. A key investor reacts angrily to news of a competition inquiry into the planned £5.9bn deal.,BBC News - Business,Just Eat merger probe 'shocking and unwarranted',A key investor reacts angrily to news of a competition inquiry into the planned £5.9bn deal.,https://www.bbc.co.uk/news/business-51233856,"(2020, 1, 24)","(8, 56, 53)","Fri, 24 Jan 2020 08:56:53 GMT",c03f076c97518e9acf825e09c9f31695
106,Co-op faces equal pay claims from shop workers. More than 400 claimants have launched an equal pay action against the supermarket chain.,BBC News - Business,Co-op faces equal pay claims from shop workers,More than 400 claimants have launched an equal pay action against the supermarket chain.,https://www.bbc.co.uk/news/business-51228814,"(2020, 1, 24)","(0, 15, 34)","Fri, 24 Jan 2020 00:15:34 GMT",fff93a8865856b5be0b331667c2085e0
107,"George Soros takes aim at 'authoritarian' Presidents Xi and Trump. ""The world would be a better place if they weren't in power,"" Mr Soros said at Davos.",BBC News - Business,George Soros takes aim at 'authoritarian' Presidents Xi and Trump,"""The world would be a better place if they weren't in power,"" Mr Soros said at Davos.",https://www.bbc.co.uk/news/business-51230994,"(2020, 1, 24)","(7, 1, 30)","Fri, 24 Jan 2020 07:01:30 GMT",b5afac6b99dbe8c773124b60936e47ea
109,John Stumpf: Ex-Wells Fargo boss pays $17.5m to settle charges. John Stumpf has also been banned from working for US national banks after a fake accounts scandal.,BBC News - Business,John Stumpf: Ex-Wells Fargo boss pays $17.5m to settle charges,John Stumpf has also been banned from working for US national banks after a fake accounts scandal.,https://www.bbc.co.uk/news/business-51231003,"(2020, 1, 24)","(2, 11, 23)","Fri, 24 Jan 2020 02:11:23 GMT",df825c69a1336fb0676f318affe0c749
110,Tinder to add panic button and anti-catfishing tech. The move comes after criticism over the lack of safety issues offered by dating apps.,BBC News - Business,Tinder to add panic button and anti-catfishing tech,The move comes after criticism over the lack of safety issues offered by dating apps.,https://www.bbc.co.uk/news/business-51218336,"(2020, 1, 24)","(4, 52, 16)","Fri, 24 Jan 2020 04:52:16 GMT",478d56902c444aa9ced96d9c18880c8e
111,Bosses set out immigration priorities after Brexit. Industry groups band together to call for flexibility for skilled workers to enter the UK.,BBC News - Business,Bosses set out immigration priorities after Brexit,Industry groups band together to call for flexibility for skilled workers to enter the UK.,https://www.bbc.co.uk/news/business-51226954,"(2020, 1, 24)","(0, 12, 19)","Fri, 24 Jan 2020 00:12:19 GMT",3e474edbb9bbb94d2a921c91865f9a6d
112,Sonos CEO says speakers will work 'as long as possible'. The company said it was sorry for the confusion caused by plans to stop sending updates to legacy speakers.,BBC News - Business,Sonos CEO says speakers will work 'as long as possible',The company said it was sorry for the confusion caused by plans to stop sending updates to legacy speakers.,https://www.bbc.co.uk/news/technology-51231363,"(2020, 1, 24)","(0, 26, 11)","Fri, 24 Jan 2020 00:26:11 GMT",af001f81d00eaf6c1324722d7b500139
114,CEO Secrets Nico Rosberg: Mange the hell out of time. Formula 1 star and entrepreneur Nico Rosberg shares his business advice in a special edition of CEO Secrets from the World Economic Forum in Davos.,BBC News - Business,CEO Secrets Nico Rosberg: Mange the hell out of time,Formula 1 star and entrepreneur Nico Rosberg shares his business advice in a special edition of CEO Secrets from the World Economic Forum in Davos.,https://www.bbc.co.uk/news/business-51216154,"(2020, 1, 22)","(22, 16, 56)","Wed, 22 Jan 2020 22:16:56 GMT",7b832724ed8c668b1b3ace3e3f767037
115,Davos: The compostable bags trying to replace plastic. Daphna Nissenbaum discusses how her compostable plastic bags are made and how they could help save the planet.,BBC News - Business,Davos: The compostable bags trying to replace plastic,Daphna Nissenbaum discusses how her compostable plastic bags are made and how they could help save the planet.,https://www.bbc.co.uk/news/business-51205524,"(2020, 1, 22)","(9, 28, 11)","Wed, 22 Jan 2020 09:28:11 GMT",c46a1a7f003e5566fe71e58df2ca0604
118,"'I have to live on $1,175 a year'. Brazil's army of fruit workers speak of struggling with low pay and dangerous working conditions.",BBC News - Business,"'I have to live on $1,175 a year'",Brazil's army of fruit workers speak of struggling with low pay and dangerous working conditions.,https://www.bbc.co.uk/news/business-51189399,"(2020, 1, 23)","(0, 16, 29)","Thu, 23 Jan 2020 00:16:29 GMT",671121d17ada167ab602be17cc2c190d
120,"'I had to get tickets... it was a huge sum: £397!'. As part of a BBC blog series, Sunneva María Svövudóttir from Iceland shares what she spent this week.",BBC News - Business,'I had to get tickets... it was a huge sum: £397!',"As part of a BBC blog series, Sunneva María Svövudóttir from Iceland shares what she spent this week.",https://www.bbc.co.uk/news/business-51021020,"(2020, 1, 23)","(0, 24, 18)","Thu, 23 Jan 2020 00:24:18 GMT",dec280edaef9a2361534618a18b5bd41
121,"What happens when we're too old to be 'useful'?. Can we afford to pay pensions, given the huge demographic challenge of our ageing population?",BBC News - Business,What happens when we're too old to be 'useful'?,"Can we afford to pay pensions, given the huge demographic challenge of our ageing population?",https://www.bbc.co.uk/news/business-50673645,"(2020, 1, 22)","(0, 48, 17)","Wed, 22 Jan 2020 00:48:17 GMT",62218c767dc38418f1f0069657866748
122,How Dan Aykroyd went from battling spirits to selling them. Hollywood actor Dan Aykroyd is also the boss of a popular vodka company.,BBC News - Business,How Dan Aykroyd went from battling spirits to selling them,Hollywood actor Dan Aykroyd is also the boss of a popular vodka company.,https://www.bbc.co.uk/news/business-51113460,"(2020, 1, 20)","(0, 0, 18)","Mon, 20 Jan 2020 00:00:18 GMT",52703475144ee8b0c1cbb6e2d1f3375d
123,"Davos 2020: What is the World Economic Forum and is it elitist?. The rich and powerful will gather in Davos this week, but claims of elitism still dog the event.",BBC News - Business,Davos 2020: What is the World Economic Forum and is it elitist?,"The rich and powerful will gather in Davos this week, but claims of elitism still dog the event.",https://www.bbc.co.uk/news/technology-51134164,"(2020, 1, 17)","(22, 40, 9)","Fri, 17 Jan 2020 22:40:09 GMT",dacff5173d7c4b3a6df9bbc1946baefb
124,Courier fraud: Victim 'cried for days'. Police warn £7m was stolen from elderly and vulnerable people in 2019 in so-called courier fraud.,BBC News - Business,Courier fraud: Victim 'cried for days',Police warn £7m was stolen from elderly and vulnerable people in 2019 in so-called courier fraud.,https://www.bbc.co.uk/news/business-your-money-51160548,"(2020, 1, 18)","(13, 23, 46)","Sat, 18 Jan 2020 13:23:46 GMT",a9726b1a4acc202aa30153676325c6ed
125,"Rough Trade: We're selling more records than ever. The music retailer launches a partnership with Apple Music, saying that streaming boosts vinyl sales.",BBC News - Business,Rough Trade: We're selling more records than ever,"The music retailer launches a partnership with Apple Music, saying that streaming boosts vinyl sales.",https://www.bbc.co.uk/news/business-51132884,"(2020, 1, 17)","(22, 23, 37)","Fri, 17 Jan 2020 22:23:37 GMT",116bb1a715cc59102a6b6bc9e60cbf0c
128,Tesco chief executive on getting rid of multi-wrap plastic use. Tesco chief executive Dave Lewis on the plan to ditch the plastic wrap on tinned food.,BBC News - Business,Tesco chief executive on getting rid of multi-wrap plastic use,Tesco chief executive Dave Lewis on the plan to ditch the plastic wrap on tinned food.,https://www.bbc.co.uk/news/business-51231160,"(2020, 1, 24)","(0, 14, 28)","Fri, 24 Jan 2020 00:14:28 GMT",998578fb4934fc8dd24dbcc0416ccb86
131,"Davos: 'Forget about net zero, we need real zero' - Greta Thunberg. The 17-year-old activist tells world leaders that 'fiddling around with numbers' will not be enough.",BBC News - Business,"Davos: 'Forget about net zero, we need real zero' - Greta Thunberg",The 17-year-old activist tells world leaders that 'fiddling around with numbers' will not be enough.,https://www.bbc.co.uk/news/world-51193460,"(2020, 1, 21)","(12, 52, 39)","Tue, 21 Jan 2020 12:52:39 GMT",c333a345190ab2f01f106b0e175fbffb
133,"Mental health tip: 'Combine peak performance with moments of rest'. ""It's important to combine peak performance with moments of rest,"" says Lloyds Bank chief executive.",BBC News - Business,Mental health tip: 'Combine peak performance with moments of rest',"""It's important to combine peak performance with moments of rest,"" says Lloyds Bank chief executive.",https://www.bbc.co.uk/news/business-51181861,"(2020, 1, 22)","(0, 17, 30)","Wed, 22 Jan 2020 00:17:30 GMT",ceb69c1800a157e4e0a7d26eac86ea2a
135,"HS2 risks misjudged from the start, says watchdog. No-one took full account of how complex the project was going to be, says the spending watchdog.",BBC News - UK Politics,"HS2 risks misjudged from the start, says watchdog","No-one took full account of how complex the project was going to be, says the spending watchdog.",https://www.bbc.co.uk/news/business-51223101,"(2020, 1, 24)","(9, 36, 59)","Fri, 24 Jan 2020 09:36:59 GMT",4373803de7b40e20173488a1d2d733d5
138,"Brexit: UK has 'crossed Brexit finish line', says Boris Johnson. The prime minister urges the UK to ""move forwards as one"" as legislation securing the EU exit passes.",BBC News - UK Politics,"Brexit: UK has 'crossed Brexit finish line', says Boris Johnson","The prime minister urges the UK to ""move forwards as one"" as legislation securing the EU exit passes.",https://www.bbc.co.uk/news/uk-politics-51214761,"(2020, 1, 22)","(22, 30, 41)","Wed, 22 Jan 2020 22:30:41 GMT",55a240c945fafbcaf1bdab9a3df2bd65
139,Barbara Keeley MP had treatment for breast cancer months before election. Barbara Keeley reveals she had radiotherapy for breast cancer four months before the general election.,BBC News - UK Politics,Barbara Keeley MP had treatment for breast cancer months before election,Barbara Keeley reveals she had radiotherapy for breast cancer four months before the general election.,https://www.bbc.co.uk/news/uk-england-manchester-51233723,"(2020, 1, 24)","(9, 48, 23)","Fri, 24 Jan 2020 09:48:23 GMT",20db8ca8cbeae2bbc47ef6f7f8245494
140,"Harry Dunn: Anne Sacoolas extradition request rejected by US. The Home Office says the decision over the extradition of Anne Sacoolas is a ""denial of justice"".",BBC News - UK Politics,Harry Dunn: Anne Sacoolas extradition request rejected by US,"The Home Office says the decision over the extradition of Anne Sacoolas is a ""denial of justice"".",https://www.bbc.co.uk/news/uk-england-northamptonshire-51228262,"(2020, 1, 24)","(8, 0, 31)","Fri, 24 Jan 2020 08:00:31 GMT",17acf4e461fad27ea18cf6fed3a23699
141,Baroness Morgan warns BBC over licence fee 'concern'. The culture secretary also confirms she is leaving Boris Johnson's cabinet at the next reshuffle.,BBC News - UK Politics,Baroness Morgan warns BBC over licence fee 'concern',The culture secretary also confirms she is leaving Boris Johnson's cabinet at the next reshuffle.,https://www.bbc.co.uk/news/uk-politics-51224726,"(2020, 1, 23)","(15, 13, 11)","Thu, 23 Jan 2020 15:13:11 GMT",1699ef9ad8a060f915f808b742802cc6
142,Brexit bill receives Royal Assent. Deputy Speaker Nigel Evans has told MPs that the Brexit bill has been signed into law.,BBC News - UK Politics,Brexit bill receives Royal Assent,Deputy Speaker Nigel Evans has told MPs that the Brexit bill has been signed into law.,https://www.bbc.co.uk/news/uk-politics-51221727,"(2020, 1, 23)","(14, 52, 15)","Thu, 23 Jan 2020 14:52:15 GMT",e0db7f30cd7a4f9373b57ff85dee2e94
143,Jeremy Hunt among ex-ministers seeking committee chairs. The ex-foreign secretary is one of a number of MPs vying to chair parliamentary select committees.,BBC News - UK Politics,Jeremy Hunt among ex-ministers seeking committee chairs,The ex-foreign secretary is one of a number of MPs vying to chair parliamentary select committees.,https://www.bbc.co.uk/news/uk-politics-51224875,"(2020, 1, 23)","(16, 33, 36)","Thu, 23 Jan 2020 16:33:36 GMT",5c2e6d081da808615c05e27dd40cd2e7
145,"Nazanin Zaghari-Ratcliffe: Be tougher with Iran, husband urges PM. Richard Ratcliffe says his wife, who has been detained for four years, is being used as a ""chess piece"".",BBC News - UK Politics,"Nazanin Zaghari-Ratcliffe: Be tougher with Iran, husband urges PM","Richard Ratcliffe says his wife, who has been detained for four years, is being used as a ""chess piece"".",https://www.bbc.co.uk/news/uk-51216013,"(2020, 1, 23)","(14, 45, 58)","Thu, 23 Jan 2020 14:45:58 GMT",6e96252dd2711da195e8604a858aa9e2
146,"China coronavirus: 'Increased likelihood' of cases in the UK. Fourteen people have now been tested for the virus in the UK, including nine awaiting results.",BBC News - UK Politics,China coronavirus: 'Increased likelihood' of cases in the UK,"Fourteen people have now been tested for the virus in the UK, including nine awaiting results.",https://www.bbc.co.uk/news/uk-51221915,"(2020, 1, 23)","(23, 51, 26)","Thu, 23 Jan 2020 23:51:26 GMT",8f1917cb70ec6965d0bf18ead2c97d6e
147,"No time off for grieving: 'Inside I was screaming'. Bereavement leave for parents came too late for Ian Bainbridge, whose son was stillborn five years ago.",BBC News - UK Politics,No time off for grieving: 'Inside I was screaming',"Bereavement leave for parents came too late for Ian Bainbridge, whose son was stillborn five years ago.",https://www.bbc.co.uk/news/business-51204068,"(2020, 1, 23)","(22, 52, 17)","Thu, 23 Jan 2020 22:52:17 GMT",d2d3e762a45d924bab93ff684160cf98
149,"Labour leadership: I can sell 'hope for the future', says Long-Bailey. She tells the BBC Labour had ""a great set of policies"" at the election but got its ""messaging"" wrong.",BBC News - UK Politics,"Labour leadership: I can sell 'hope for the future', says Long-Bailey","She tells the BBC Labour had ""a great set of policies"" at the election but got its ""messaging"" wrong.",https://www.bbc.co.uk/news/uk-politics-51208545,"(2020, 1, 22)","(17, 31, 23)","Wed, 22 Jan 2020 17:31:23 GMT",ef0795f0cd7f2f7ca90d14398d87ddbe
150,"Crime: Number of suspects charged by police hits new low. Only 7.3% of offences lead to a suspect being charged, figures show, as knife crime continues to rise.",BBC News - UK Politics,Crime: Number of suspects charged by police hits new low,"Only 7.3% of offences lead to a suspect being charged, figures show, as knife crime continues to rise.",https://www.bbc.co.uk/news/uk-51221054,"(2020, 1, 23)","(12, 38, 32)","Thu, 23 Jan 2020 12:38:32 GMT",ad9da00e407954f39f1fcbab7f91c99d
152,Ross England: Rape trial row Tory candidate deselected. A man criticised by a judge for his conduct in a rape trial is deselected as an assembly candidate.,BBC News - UK Politics,Ross England: Rape trial row Tory candidate deselected,A man criticised by a judge for his conduct in a rape trial is deselected as an assembly candidate.,https://www.bbc.co.uk/news/uk-wales-politics-51218364,"(2020, 1, 23)","(10, 49, 11)","Thu, 23 Jan 2020 10:49:11 GMT",a0295738f7934835ea2283c7092e2d3b
153,"Labour leadership: Nandy joins Starmer on final ballot. The Wigan MP receives backing from Chinese for Labour, meaning she joins Sir Keir in the final round.",BBC News - UK Politics,Labour leadership: Nandy joins Starmer on final ballot,"The Wigan MP receives backing from Chinese for Labour, meaning she joins Sir Keir in the final round.",https://www.bbc.co.uk/news/uk-politics-51204554,"(2020, 1, 22)","(19, 39, 12)","Wed, 22 Jan 2020 19:39:12 GMT",c1f9f7b97aeae01810fa7309f33539d2
154,Trade tensions rise as US threatens car tariffs. The US has warned it could start taxing UK car exports if UK's tech tax goes ahead.,BBC News - UK Politics,Trade tensions rise as US threatens car tariffs,The US has warned it could start taxing UK car exports if UK's tech tax goes ahead.,https://www.bbc.co.uk/news/business-51206425,"(2020, 1, 22)","(20, 3, 39)","Wed, 22 Jan 2020 20:03:39 GMT",c7446545b837c59f7492efd29147a811
155,"Brexit: EU withdrawal bill clears final parliamentary hurdle. The legislation, which paves the way for the UK to leave the EU with a deal, now awaits royal assent.",BBC News - UK Politics,Brexit: EU withdrawal bill clears final parliamentary hurdle,"The legislation, which paves the way for the UK to leave the EU with a deal, now awaits royal assent.",https://www.bbc.co.uk/news/uk-politics-51210602,"(2020, 1, 22)","(19, 31, 55)","Wed, 22 Jan 2020 19:31:55 GMT",87a9318661117675e4256453c20f6509
156,"MP Sarah Champion calls for end of 'smart motorways'. An MP tells parliament that smart motorways ""cannot be delivered safely"" and should be stopped.",BBC News - UK Politics,MP Sarah Champion calls for end of 'smart motorways',"An MP tells parliament that smart motorways ""cannot be delivered safely"" and should be stopped.",https://www.bbc.co.uk/news/uk-england-south-yorkshire-51208234,"(2020, 1, 22)","(17, 8, 25)","Wed, 22 Jan 2020 17:08:25 GMT",22a060323c681f58634cc20200bbad4b
157,"MLA pay: NI's five main parties want pay rise deferred. Party leaders ask Assembly Commission to halt £1,000 rise until decision to award it is reviewed.",BBC News - UK Politics,MLA pay: NI's five main parties want pay rise deferred,"Party leaders ask Assembly Commission to halt £1,000 rise until decision to award it is reviewed.",https://www.bbc.co.uk/news/uk-northern-ireland-51203404,"(2020, 1, 22)","(18, 50, 24)","Wed, 22 Jan 2020 18:50:24 GMT",d894fadc3dd4d352386aa5727d014a1e
159,Ross England: Tory candidate accused of sabotaging rape trial 'wants to quit'. A man embroiled in a row about his conduct as a rape trial witness plans to quit as a Tory candidate.,BBC News - UK Politics,Ross England: Tory candidate accused of sabotaging rape trial 'wants to quit',A man embroiled in a row about his conduct as a rape trial witness plans to quit as a Tory candidate.,https://www.bbc.co.uk/news/uk-wales-politics-51207097,"(2020, 1, 22)","(16, 33, 49)","Wed, 22 Jan 2020 16:33:49 GMT",a6b720893101565118a0a91effa847cc
160,"New Tory MPs 'not welcome' at Durham Miners' Gala. A Durham miners' official paraphrases Boris Johnson saying he'd rather ""die in a ditch"" than invite Tories.",BBC News - UK Politics,New Tory MPs 'not welcome' at Durham Miners' Gala,"A Durham miners' official paraphrases Boris Johnson saying he'd rather ""die in a ditch"" than invite Tories.",https://www.bbc.co.uk/news/uk-england-tyne-51182901,"(2020, 1, 21)","(17, 40, 32)","Tue, 21 Jan 2020 17:40:32 GMT",65e5a218bd352327ab3e4ab604337e12
161,Brexit: Welsh Assembly joins Holyrood and Stormont in rejecting bill. Welsh politicians refuse consent to Brexit bill after politicians in Scotland and NI did the same.,BBC News - UK Politics,Brexit: Welsh Assembly joins Holyrood and Stormont in rejecting bill,Welsh politicians refuse consent to Brexit bill after politicians in Scotland and NI did the same.,https://www.bbc.co.uk/news/uk-wales-politics-51181641,"(2020, 1, 21)","(18, 26, 49)","Tue, 21 Jan 2020 18:26:49 GMT",874358147bd2e987a3f37a4ab3ce38fa
162,"Terrorism laws to get tougher within weeks, government vows. Offenders will face more time in jail as ""hard truths"" are faced after attacks, the Home Office says.",BBC News - UK Politics,"Terrorism laws to get tougher within weeks, government vows","Offenders will face more time in jail as ""hard truths"" are faced after attacks, the Home Office says.",https://www.bbc.co.uk/news/uk-51178840,"(2020, 1, 21)","(15, 40, 52)","Tue, 21 Jan 2020 15:40:52 GMT",6701647abff2df800fcbbc12afe6b543
163,Brexit: Government defeated by peers over child refugees. The House of Lords votes to amend the government's Brexit bill by 300 votes to 220.,BBC News - UK Politics,Brexit: Government defeated by peers over child refugees,The House of Lords votes to amend the government's Brexit bill by 300 votes to 220.,https://www.bbc.co.uk/news/uk-politics-51194109,"(2020, 1, 21)","(17, 39, 48)","Tue, 21 Jan 2020 17:39:48 GMT",7883ecaa55dd36cd4b3c4702e3ff8ca3
164,Smacking ban plan in Wales set to clear final hurdle. Ministers expect around 38 cases of people breaking the law in the first five years.,BBC News - UK Politics,Smacking ban plan in Wales set to clear final hurdle,Ministers expect around 38 cases of people breaking the law in the first five years.,https://www.bbc.co.uk/news/uk-wales-politics-51196791,"(2020, 1, 21)","(22, 16, 47)","Tue, 21 Jan 2020 22:16:47 GMT",22c860174a298d7fdc67134ed846d9c0
166,"Conor Murphy: Finance minister not pursuing corporation tax cut. Mr Murphy says a change in economic and political circumstances means the issue has now ""receded"".",BBC News - UK Politics,Conor Murphy: Finance minister not pursuing corporation tax cut,"Mr Murphy says a change in economic and political circumstances means the issue has now ""receded"".",https://www.bbc.co.uk/news/uk-northern-ireland-51188910,"(2020, 1, 21)","(15, 52, 13)","Tue, 21 Jan 2020 15:52:13 GMT",a7538919b01308a75cb8776edc915057
168,"England's 'largest' town council set for Northampton. The authority will work below the larger West Northamptonshire unitary council, from 2021.",BBC News - UK Politics,England's 'largest' town council set for Northampton,"The authority will work below the larger West Northamptonshire unitary council, from 2021.",https://www.bbc.co.uk/news/uk-england-northamptonshire-51191279,"(2020, 1, 21)","(14, 26, 51)","Tue, 21 Jan 2020 14:26:51 GMT",ffc55edfe16a076fba3d3a55dced6a3c
169,"Sex and religious education to be compulsory in Wales. Parents lose the right to withdraw pupils from lessons about relationships, sexuality and religion.",BBC News - UK Politics,Sex and religious education to be compulsory in Wales,"Parents lose the right to withdraw pupils from lessons about relationships, sexuality and religion.",https://www.bbc.co.uk/news/uk-wales-51177649,"(2020, 1, 21)","(18, 54, 47)","Tue, 21 Jan 2020 18:54:47 GMT",d810a1ee22c8cb981bf37996964e2e47
170,"New UK housing 'dominated by roads'. Roads are dominating new housing developments, a report says, despite more people wanting to drive less.",BBC News - UK Politics,New UK housing 'dominated by roads',"Roads are dominating new housing developments, a report says, despite more people wanting to drive less.",https://www.bbc.co.uk/news/science-environment-51179688,"(2020, 1, 21)","(19, 17, 24)","Tue, 21 Jan 2020 19:17:24 GMT",e71fd8525addc5b29031cb397f040f9e
171,Trevor Phillips: 'Insane reasons' for stabbings. Knife crime is driven by glorifying gang culture the former head of the Commission for Racial Equality says.,BBC News - UK Politics,Trevor Phillips: 'Insane reasons' for stabbings,Knife crime is driven by glorifying gang culture the former head of the Commission for Racial Equality says.,https://www.bbc.co.uk/news/uk-politics-51231623,"(2020, 1, 24)","(1, 38, 20)","Fri, 24 Jan 2020 01:38:20 GMT",5a124d494d2512730c9c98ec9cf05642
172,Mother's letter to daughter read in Holocaust debate. Sir Ed Davey reads out the emotional letter during a debate ahead of Holocaust Memorial Day.,BBC News - UK Politics,Mother's letter to daughter read in Holocaust debate,Sir Ed Davey reads out the emotional letter during a debate ahead of Holocaust Memorial Day.,https://www.bbc.co.uk/news/uk-wales-51226984,"(2020, 1, 23)","(14, 36, 11)","Thu, 23 Jan 2020 14:36:11 GMT",41362206dc485b16aebbe4e7dcdebc4c
173,"Cannabidiol: Selling and marketing CBD products. Users of cannabidiol (CBD) say it has medicinal benefits, but those who sell it are not allowed to make any medical claims.",BBC News - UK Politics,Cannabidiol: Selling and marketing CBD products,"Users of cannabidiol (CBD) say it has medicinal benefits, but those who sell it are not allowed to make any medical claims.",https://www.bbc.co.uk/news/uk-politics-51210239,"(2020, 1, 23)","(13, 47, 46)","Thu, 23 Jan 2020 13:47:46 GMT",fcddd2e74b40157e786747649567af42
174,Labour leadership: Rebecca Long-Bailey interview in full. The Labour leadership hopeful speaks to BBC political editor Laura Kuenssberg.,BBC News - UK Politics,Labour leadership: Rebecca Long-Bailey interview in full,The Labour leadership hopeful speaks to BBC political editor Laura Kuenssberg.,https://www.bbc.co.uk/news/uk-politics-51215644,"(2020, 1, 22)","(19, 37, 57)","Wed, 22 Jan 2020 19:37:57 GMT",da53276ca487be97aec385bcb1364e9b
177,"Labour leadership: Long-Bailey says 'trans women are women'. Labour leadership contender Rebecca Long-Bailey says people should have the right to self- identify their gender and agrees that ""trans women are women"".",BBC News - UK Politics,Labour leadership: Long-Bailey says 'trans women are women',"Labour leadership contender Rebecca Long-Bailey says people should have the right to self- identify their gender and agrees that ""trans women are women"".",https://www.bbc.co.uk/news/uk-politics-51206019,"(2020, 1, 22)","(16, 58, 30)","Wed, 22 Jan 2020 16:58:30 GMT",e3ff31abd319877f654c5d152f89f14f
179,Rough sex murder defence: Why campaigners want it banned. Campaigners say men are increasingly using the defence to try to get away with murdering women.,BBC News - UK Politics,Rough sex murder defence: Why campaigners want it banned,Campaigners say men are increasingly using the defence to try to get away with murdering women.,https://www.bbc.co.uk/news/uk-england-51151182,"(2020, 1, 22)","(0, 56, 39)","Wed, 22 Jan 2020 00:56:39 GMT",6a8a7205c73635902e1f72a2fe59af16
185,Stormont: Who's who in the NI Assembly and Executive?. BBC News NI's guide to the key players and their roles in the new Stormont assembly and executive.,BBC News - UK Politics,Stormont: Who's who in the NI Assembly and Executive?,BBC News NI's guide to the key players and their roles in the new Stormont assembly and executive.,https://www.bbc.co.uk/news/uk-northern-ireland-51120645,"(2020, 1, 19)","(6, 37, 44)","Sun, 19 Jan 2020 06:37:44 GMT",d2c4462859d35788eac487b2558527ab
186,"Indyref2: What does 'once in a generation' mean?. Boris Johnson keeps saying the 2014 indyref was a ""once in a generation"" event - but what does this mean?",BBC News - UK Politics,Indyref2: What does 'once in a generation' mean?,"Boris Johnson keeps saying the 2014 indyref was a ""once in a generation"" event - but what does this mean?",https://www.bbc.co.uk/news/uk-scotland-scotland-politics-51120175,"(2020, 1, 16)","(0, 7, 18)","Thu, 16 Jan 2020 00:07:18 GMT",3e75e341079258eca3cbad903f062a4c
188,"Big Ben: Would Brexit bongs cost £500,000?. The House of Commons Commission has been explaining the cost of the Brexit bongs.",BBC News - UK Politics,"Big Ben: Would Brexit bongs cost £500,000?",The House of Commons Commission has been explaining the cost of the Brexit bongs.,https://www.bbc.co.uk/news/51107756,"(2020, 1, 17)","(16, 52, 2)","Fri, 17 Jan 2020 16:52:02 GMT",a41651b2ac7e0cfe9a69b5f66960b895
189,Rebecca Long-Bailey: What's in a hyphen?. Why Rebecca Long-Bailey's hyphen in her surname has caused some confusion.,BBC News - UK Politics,Rebecca Long-Bailey: What's in a hyphen?,Why Rebecca Long-Bailey's hyphen in her surname has caused some confusion.,https://www.bbc.co.uk/news/uk-51105056,"(2020, 1, 15)","(15, 9, 47)","Wed, 15 Jan 2020 15:09:47 GMT",9486088f226da21474a9fb3c0442f49a
190,"Brexit: What happens now?. The Brexit bill has passed its first hurdle, with the UK set to leave the EU on 31 January.",BBC News - UK Politics,Brexit: What happens now?,"The Brexit bill has passed its first hurdle, with the UK set to leave the EU on 31 January.",https://www.bbc.co.uk/news/uk-politics-46393399,"(2020, 1, 23)","(13, 40, 36)","Thu, 23 Jan 2020 13:40:36 GMT",b72f2b4ea0df9105c6ab12b8b42c2e3d
